5,155403830-8,jkunneke4,V70,$558098.07,111484,Volvo,Blue,2004,Madison,Wisconsin,United States,Male,Dollar,switch,2C3CCAPGXDH912542
6,273338192-X,mscraggs5,Viper,$459463.06,57845,Dodge,Khaki,2004,Stockholm,Stockholm,Sweden,Male,Krona,jcb,3TMJU4GN8CM766786
7,074609664-X,bastridge6,Grand Caravan,$24100.00,145636,Dodge,Pink,2004,Ystad,Skåne,Sweden,Female,Krona,jcb,1GTN1TEH6FZ011348
8,527064220-4,ecarlyle7,Bravada,$822794.58,59314,Oldsmobile,Mauv,1994,Hamburg,Hamburg,Germany,Male,Euro,americanexpress,WBASP2C5XCC408030
9,168759719-7,hfishley8,Diamante,$579465.55,3931,Mitsubishi,Aquamarine,1994,Brzozów,,Poland,Male,Zloty,visa-electron,WAUKH78E07A563139
10,589884221-7,ckenningham9,E-Series,$360381.89,44281,Ford,Mauv,1993,Ipubi,,Brazil,Female,Real,laser,3VW4A7AT8CM667669
11,169797756-1,mhazlegrovea,Avenger,$986031.84,40590,Dodge,Turquoise,1997,Almeirim,,Brazil,Female,Real,instapayment,JH4DB85991S672578
12,395342547-1,gbaswallb,Exige,$508377.70,79309,Lotus,Khaki,2005,Huntsville,Alabama,United States,Male,Dollar,jcb,3C3CFFJHXFT474797
13,718613615-X,edyblec,RL,$743548.31,28336,Acura,Aquamarine,1996,Vittel,Lorraine,France,Female,Euro,diners-club-carte-blanche,JHMZF1D67ES312109
14,813923599-7,athirkettled,Econoline E150,$579763.86,124075,Ford,Mauv,1996,Floresta,,Brazil,Male,Real,bankcard,1LNHL9FT1FG062941
15,538108896-5,kscheffele,C70,$710015.58,52919,Volvo,Pink,2006,Bayeux,,Brazil,Male,Real,bankcard,WBAEV53433K651874
16,869535024-X,hmowbrayf,Accent,$22797.03,143882,Hyundai,Goldenrod,2009,Hägersten,Stockholm,Sweden,Female,Krona,jcb,1N6AF0KX3EN526000
