7,440285547-0,otrayte6,V8 Vantage,$162723.08,67411,Aston Martin,Goldenrod,2007,Cambebba,,Brazil,Male,Real,laser,3LNDL2L36CR722812
8,559416538-X,bwoolham7,Century,$963066.69,16002,Buick,Khaki,1999,Hallstavik,Stockholm,Sweden,Female,Krona,jcb,JH4DC53843S169937
9,297586077-3,thartland8,Econoline E250,$734778.37,123885,Ford,Indigo,2002,Lyon,Rhône-Alpes,France,Male,Euro,maestro,2G4GT5GV8D9629789
10,739110586-4,apitts9,300,$178982.37,145538,Chrysler,Orange,2008,Buenavista,Oaxaca,Mexico,Male,Peso,mastercard,WBSBR93455P733413
11,697994518-1,bvautreya,Firebird,$16154.26,1045,Pontiac,Goldenrod,2000,Raszczyce,,Poland,Male,Zloty,maestro,WBABN33402P750449
12,712313104-5,dpearsallb,Miata MX-5,$93424.66,56895,Mazda,Goldenrod,2004,Yavne,,Israel,Male,Shekel,china-unionpay,WUARL48H15K067513
13,948551639-8,nadrianelloc,Coupe Quattro,$510601.76,20677,Audi,Teal,1991,Créteil,Île-de-France,France,Female,Euro,bankcard,1N4AB7APXEN076618
14,265983053-3,mmyringd,Jetta,$327438.57,137260,Volkswagen,Red,2006,Bielsk Podlaski,,Poland,Female,Zloty,jcb,WBA3A5C5XCF477855
15,044869169-8,ibaylise,Firebird Formula,$286882.76,48284,Pontiac,Crimson,1992,Bełżyce,,Poland,Female,Zloty,diners-club-carte-blanche,1FMJK1FT4FE383662
16,347517439-1,astarkingsf,Rally Wagon G2500,$223594.15,27044,GMC,Blue,1995,Prażmów,,Poland,Male,Zloty,jcb,5UMBT93577L872840
17,151797497-6,pmateescug,Integra,$506032.04,77611,Acura,Green,1995,Begejci,,Serbia,Male,Dinar,jcb,WAUEF98E77A167000
18,963637935-1,dstiveyh,Santa Fe,$420996.20,43630,Hyundai,Indigo,2004,Bečej,,Serbia,Female,Dinar,switch,WAUSF78K99A412363
19,399563893-7,rbranneyi,F250,$770488.42,78738,Ford,Crimson,2004,Bristol,England,United Kingdom,Male,Pound,americanexpress,JH4CU2F67BC035580
20,336598917-X,mspilsburiej,R8,$424438.58,100901,Audi,Orange,2008,Shawnee Mission,Kansas,United States,Male,Dollar,bankcard,1VWAP7A37EC315236
21,899152477-X,toldershawk,Pilot,$604546.58,66218,Honda,Green,2010,Vitrolles,Provence-Alpes-Côte d'Azur,France,Female,Euro,visa,JN1CV6EK7DM181353
22,454340184-0,flogsdalel,Quantum,$640706.52,93104,Volkswagen,Blue,1984,Santiago,Mexico,Mexico,Male,Peso,jcb,1G6KH5EYXAU640906
23,054688536-5,mchristoflem,Axiom,$276967.91,77566,Isuzu,Teal,2004,Diadema,,Brazil,Female,Real,jcb,WBAPL5G55BN722636
24,399174455-4,mdezuanin,Corsica,$609357.07,57340,Chevrolet,Indigo,1992,Santa Luzia,,Brazil,Male,Real,americanexpress,JH4CU2F62CC471562
25,558670426-9,mroutho,Ram Wagon B150,$299374.46,142277,Dodge,Fuscia,1992,São Sebastião do Caí,,Brazil,Male,Real,solo,5FRYD4H63GB964416
