6,879524008-X,earmour5,XC60,$213249.35,108322,Volvo,Teal,2011,Helsingborg,Skåne,Sweden,Female,Krona,switch,WP1AA2A2XCL005797
7,383255810-1,rbellham6,CR-V,$804684.87,54390,Honda,Purple,2002,Orneta,,Poland,Male,Zloty,laser,WAUFFAFL5AA693902
8,717063068-0,minnocent7,Dakota Club,$642582.65,12306,Dodge,Yellow,2001,Szlachta,,Poland,Female,Zloty,jcb,1FBNE3BL9CD288115
9,817354528-6,curquhart8,Tracker,$651593.62,102461,Geo,Blue,1997,Corral de Bustos,,Argentina,Female,Peso,jcb,3D73Y4EL9BG964942
10,076470647-0,agilmartin9,Impala,$69363.70,75351,Chevrolet,Purple,2009,Savannah,Georgia,United States,Male,Dollar,mastercard,JTHDU1EF7E5612911
11,802542675-0,rlanfera,Town Car,$208204.93,24545,Lincoln,Khaki,2010,Solna,Stockholm,Sweden,Female,Krona,mastercard,WAUBGAFB1BN367186
12,796344138-4,ddeleab,M3,$222199.10,99765,BMW,Orange,1997,Goiana,,Brazil,Male,Real,jcb,JM1NC2JF3D0877972
13,641223574-4,lzanetelloc,Sportvan G30,$439389.16,26771,Chevrolet,Crimson,1993,San Diego,California,United States,Male,Dollar,jcb,WVWAP7ANXEE497054
14,119303846-4,blaurandd,Silhouette,$205843.24,15351,Oldsmobile,Crimson,2004,Passa Quatro,,Brazil,Female,Real,jcb,WAUVC58E83A240421
15,756535453-8,cconkline,Aveo,$455290.18,61006,Chevrolet,Indigo,2011,Gryfino,,Poland,Female,Zloty,china-unionpay,1GYEE23A090533772
16,341116857-9,hmegaheyf,Optima,$458437.79,6560,Kia,Fuscia,2003,El Refugio,Guanajuato,Mexico,Male,Peso,diners-club-carte-blanche,5N1AR1NB2AC754717
17,194920938-5,bwilderg,Corolla,$782416.94,41522,Toyota,Aquamarine,2003,Choroszcz,,Poland,Female,Zloty,mastercard,SALVP2BG4FH713266
18,992558438-8,lshelsherh,600SEC,$310064.43,111674,Mercedes-Benz,Indigo,1993,Shreveport,Louisiana,United States,Female,Dollar,laser,1FTSX2A51AE785947
